Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
chapter_1_d6dde24e	l	“And I love you.”	game/chapter-1.rpy	328	l "[what]"
chapter_1_e8889748	n	“No-.”	game/chapter-1.rpy	330	n "[what]"
chapter_1_eb99bef8	n	“I-, I mean, he’ll come for us.”	game/chapter-1.rpy	331	n "[what]"
chapter_1_a589c81a	l	“You were right to speak up. It is his problem he took offense upon your rebuke.”	game/chapter-1.rpy	333	l "[what]"
chapter_1_995e2ccf	l	“Remember, you are a priest and he’s a problematic acolyte I assume from his garments.”	game/chapter-1.rpy	334	l "[what]"
chapter_1_e60299cf	n	“Anyhow, we need to leave, but that would be even an greater offense.”	game/chapter-1.rpy	336	n "[what]"
chapter_1_476cdb49	n	“But I cannot bear this anymore, their eyes were all on me. On us!”	game/chapter-1.rpy	337	n "[what]"
chapter_1_f3a2dd23	n	“I must speak to Shelibuum.”	game/chapter-1.rpy	338	n "[what]"
chapter_1_be8734d4	n	“We must leave as to not cause more ruckus.”	game/chapter-1.rpy	339	n "[what]"
chapter_1_e377cfd1	l	“Then, so be it, we can leave.”	game/chapter-1.rpy	341	l "[what]"
chapter_1_e4e36613	l	“But keep in mind you don’t need to put your hand into the fire for me.”	game/chapter-1.rpy	342	l "[what]"
chapter_1_ee513749	l	“I can just leave.”	game/chapter-1.rpy	343	l "[what]"
chapter_1_5cda30b8	n	“No, it wont be the same, besides I have already soured the mood. If I return without you, it’ll cause more confusion and thus give opportunities for more arguments to spring up.”	game/chapter-1.rpy	345	n "[what]"
chapter_1_ff2dfbed	n	“It’s better if we both depart from here and finish the night early.”	game/chapter-1.rpy	346	n "[what]"
chapter_1_ccc63baa		Nabisin said that but in the back of his mind loomed the possible outcomes of both leaving and staying without Lulu.	game/chapter-1.rpy	347	"[what]"
chapter_1_9a05fe65	l	“If you insist, you are doing this out of your own volition my love.”	game/chapter-1.rpy	349	l "[what]"
chapter_1_b6420583	n	“I am willing to take the consequences.”	game/chapter-1.rpy	351	n "[what]"
chapter_1_beaf07c7	n	“Anyway, we must be off.”	game/chapter-1.rpy	352	n "[what]"
chapter_1_7e3df415		Nabisin notified Shelibuum of his early departure.	game/chapter-1.rpy	353	"[what]"
chapter_1_5a988133		Unsurprised of her reaction, Nabisin shrugged but with a face that revealed his true sentiment.	game/chapter-1.rpy	354	"[what]"
chapter_1_80e9477a		She knew what was up, she was the most supportive person of their relationship. Nabisin helped her too in times of distress.	game/chapter-1.rpy	356	"[what]"
chapter_1_f7b83803		They were practically born and raised in the same house. They cared for each other like brother and sister.	game/chapter-1.rpy	357	"[what]"
chapter_1_e6d2c50f		He knew those old men bore her as well, but she was unable to leave, even more so than Nabisin.	game/chapter-1.rpy	358	"[what]"
chapter_1_0070b0b6		Still, the nagging feeling that staying there just to lashed out by those men again was totally unacceptable.	game/chapter-1.rpy	359	"[what]"
chapter_1_ce178b60		Upon reaching the main entrance, Nabisin noticed a few acolytes standing by. He instantly recognized their badge and their faces.	game/chapter-1.rpy	360	"[what]"
chapter_1_c1f0967c		That meant trouble. Nabisin took the hand of his lover and they both darted towards a dark corner.	game/chapter-1.rpy	361	"[what]"
chapter_1_f137f3cc		Confused but also mildly annoyed Lulu spoke:	game/chapter-1.rpy	362	"[what]"
chapter_1_ffd34003	l	“Huff, huff… Hey, hey, calm down tall one, what’s the matter?”	game/chapter-1.rpy	364	l "[what]"
chapter_1_2660e953	n	“They mean trouble.”	game/chapter-1.rpy	366	n "[what]"
chapter_1_090b7f6c	n	“From my own experience they were not friendly toward me in the past.”	game/chapter-1.rpy	367	n "[what]"
chapter_1_10ae070a	l	“You mean, the man liking part too?”	game/chapter-1.rpy	369	l "[what]"
chapter_1_32414675	n	“Yes.”	game/chapter-1.rpy	371	n "[what]"
chapter_1_0aff1944	n	“But, no need to worry, I know my ways around here.”	game/chapter-1.rpy	372	n "[what]"
chapter_1_b8ed6e4c	n	“We must pass through other corridors to avoid them.”	game/chapter-1.rpy	373	n "[what]"
chapter_1_cabecda9		Many corridors after, they went through an lesser known exit of the Ziggurat. Thankfully, Nabisin just a few days prior and took his time to explore around.	game/chapter-1.rpy	374	"[what]"
chapter_1_b96036e6		Had he not been born with an astouding photographic memory, they would be lost.	game/chapter-1.rpy	375	"[what]"
chapter_1_e1ff8303		Running down the empty, eery streets of Ur posed all kinds of perils.	game/chapter-1.rpy	377	"[what]"
chapter_1_0c0c8cc0		Robbery, murder, kidnapping and extortion, but hopefully it was past the hour for most people to sleep.	game/chapter-1.rpy	378	"[what]"
chapter_1_5216393e		The silent ambiance, absent of speech greeted the pair. Only the chirping grasshoppers croaking toads, or the melancholic call of the owl occasionally pierced the silence.	game/chapter-1.rpy	379	"[what]"
chapter_1_e0ed5b20		Thoughts began to pile up one on top of another, leaving his mind numb, limbs limp. Even so he kept running with Lulu by his side.	game/chapter-1.rpy	380	"[what]"
chapter_1_2b1144fc		Sometimes he was distracted from what he was doing, why he was so afraid of what the future poses for them.	game/chapter-1.rpy	381	"[what]"
chapter_1_0aa2163b		Then the cycle of endless distressing thoughts, seemingly misremembering facts, limpness of the body and the rushing adrenaline combined together. His mind constantly became overwhelmed, remembering approaching the point of blackout.	game/chapter-1.rpy	382	"[what]"
chapter_1_c8526b34		Arriving home was not the problem but dodging everyone’s inquiries with an almost dead stare at the main patio has been proven to be a burden to both of them.	game/chapter-1.rpy	383	"[what]"
chapter_1_c6c7845d		Their sudden departure could’ve ignited all kinds of good and bad reactions, each had its own weight.	game/chapter-1.rpy	388	"[what]"
chapter_1_7f8c3513		Now everything that mattered was keeping Lulu safe. He couldn’t bear to lose him again, or even consider the possibility of getting lost.	game/chapter-1.rpy	389	"[what]"
chapter_1_eec980de	n	“Huff, huff, Are you alright my lover?”	game/chapter-1.rpy	391	n "[what]"
chapter_1_3d26cc1b	l	“One moment….”	game/chapter-1.rpy	393	l "[what]"
chapter_1_91b5a3d5	l	“Breathe in, breathe out.”	game/chapter-1.rpy	394	l "[what]"
chapter_1_496569bf	l	“…”	game/chapter-1.rpy	395	l "[what]"
chapter_1_e1ecc331	l	“Yeah, I’m ok.”	game/chapter-1.rpy	396	l "[what]"
chapter_1_76aefb06	n	“Shall we go to sleep, the day was long but this night was even more so.”	game/chapter-1.rpy	398	n "[what]"
chapter_1_5c3f9c62	l	“Rest is well deserved.”	game/chapter-1.rpy	400	l "[what]"
chapter_1_fc7f7ede		As they both went to sleep, a nagging feeling ran through Nabisin’s mind, one he couldn’t shake it no matter what.	game/chapter-1.rpy	403	"[what]"
chapter_1_f9eaad0f		He sat down in a chair just across their bedroom refusing to sleep, his thoughts once again run wild.	game/chapter-1.rpy	404	"[what]"
chapter_1_a2cecb29		Running allowed them to escape, but once Nabisin calmed down, only one thing was left to do...	game/chapter-1.rpy	405	"[what]"
chapter_1_64883821		Lulu, noticing he was just across the bedroom sitting on the old chair, decided to hover over him.	game/chapter-1.rpy	406	"[what]"
chapter_1_88b358f3	l	“Nabby, won’t you come to sleep with me, my lovely loaf of bread?”	game/chapter-1.rpy	408	l "[what]"
chapter_1_95a42b6a		Lulu noticed the stiffness in Nabisin’s posture; he began shaking as if the ground had slowly opened and the earth crumbled under his feet.	game/chapter-1.rpy	409	"[what]"
chapter_1_ac7450c1		A tender, soft voice invaded his ears, calling him amidst his ever growing anxiety, muffling all the sounds around him.	game/chapter-1.rpy	412	"[what]"
chapter_1_74d3fbd2		The voice of Lulu came as if on cue. He was the best person Nabisin could’ve wished for.	game/chapter-1.rpy	413	"[what]"
chapter_1_c3f7a508	l	“Hey, come back now, what’s the matter?”	game/chapter-1.rpy	415	l "[what]"
chapter_1_97e6e18f		Tears started rolling down his cheeks. He tried to hide his face because he hated crying in front of anyone.	game/chapter-1.rpy	419	"[what]"
chapter_1_970b54a2		Lulu tried to comfort his lover.	game/chapter-1.rpy	420	"[what]"
chapter_1_46b03e55		His tight embrace covered Nabisin. Still sitting on the chair, Lulu decided to lift him and place him in the bed.	game/chapter-1.rpy	421	"[what]"
chapter_1_78100d49		Between tears and attempts to speak, Nabisin finally could muster some words amongst sobs.	game/chapter-1.rpy	423	"[what]"
chapter_1_94002fa9	n	“I fear they might come for us…”	game/chapter-1.rpy	425	n "[what]"
chapter_1_10e7a183	n	“It was not wise of me to sneak you in.”	game/chapter-1.rpy	426	n "[what]"
chapter_1_5874bbff	n	“I’m so, so, so sorry Lulu. It shouldn’t have ended this way, and now they might come for us both.”	game/chapter-1.rpy	427	n "[what]"
chapter_1_f621670c		Lulu knew exactly what he was speaking of; it was not the third or fourth time this has happened.	game/chapter-1.rpy	428	"[what]"
chapter_1_29c5aaf9		The constant fear their relationship posed for both of them was dangerous. People were rarely kind-hearted towards them.	game/chapter-1.rpy	429	"[what]"
chapter_1_8c4b8b2e		It was as if the world had turned its back on them.	game/chapter-1.rpy	430	"[what]"
chapter_1_c1fdb878		A community once composed of a family clan and few adherents became a booming city with over more than hundreds.	game/chapter-1.rpy	431	"[what]"
chapter_1_79bcd235	l	“Shhh…”	game/chapter-1.rpy	433	l "[what]"
chapter_1_6e9b9d6b	l	“Calm now, deep breaths, in and out my love.”	game/chapter-1.rpy	434	l "[what]"
chapter_1_ca16f4a8		The confort of Lulu’s voice prompted Nabisin to snap back to reality.	game/chapter-1.rpy	435	"[what]"
chapter_1_9ca46e16		In one moment, a turbulent wave of thoughts invaded Nabisin’s mind of all the terrible possible punishments they could get simple from ditching the party earlier.	game/chapter-1.rpy	436	"[what]"
chapter_1_227d42b0		In the next, it was erased by peace, calmness and Lulu’s lips being pressed against his muzzle.	game/chapter-1.rpy	437	"[what]"
chapter_1_f352fdaf		Nabi felt Lulu’s fur and made it his bed while he laid down.	game/chapter-1.rpy	438	"[what]"
chapter_1_77e2a851		No more desolated in dark thoughts, Nabi wanted to scream.	game/chapter-1.rpy	439	"[what]"
chapter_1_63d1c46c		Scream so loud the gods would worry humanity might’ve doomed itself.	game/chapter-1.rpy	440	"[what]"
chapter_1_008e5490		But nothing came out.	game/chapter-1.rpy	441	"[what]"
chapter_1_c7888aa6		During and after the panic attack Lulu embraced him.	game/chapter-1.rpy	442	"[what]"
chapter_1_df912610		Nabisin was progressively returning to reality, snapping out of his trance.	game/chapter-1.rpy	443	"[what]"
chapter_1_02fa6d6b	l	“It’s ok, nothing’s bad going to happen.”	game/chapter-1.rpy	445	l "[what]"
chapter_1_b63abca8	n	“But what if they come for us?!”	game/chapter-1.rpy	447	n "[what]"
chapter_1_85ca049c		Almost crying again, Lulu hugged him tighter and in his embrance calmness reigned once more.	game/chapter-1.rpy	448	"[what]"
chapter_1_b9fabed1	l	“I have a plan.”	game/chapter-1.rpy	450	l "[what]"
chapter_1_f1a97c30	l	“Do you trust me?”	game/chapter-1.rpy	451	l "[what]"
chapter_1_0cd844dd	n	“Of course I do my beloved Luludân.”	game/chapter-1.rpy	453	n "[what]"
chapter_1_a81243cd	n	“It would be fool of me not to.”	game/chapter-1.rpy	454	n "[what]"
chapter_1_0aa4c9b7	l	“Then it is time to finish this day.”	game/chapter-1.rpy	456	l "[what]"
chapter_1_8f7ebcea	l	“It has been long enough.”	game/chapter-1.rpy	457	l "[what]"
chapter_1_702aa351	n	“No-, I don’t want it to end.”	game/chapter-1.rpy	459	n "[what]"
chapter_1_8e9a2bd3	n	“Please stay by my side.”	game/chapter-1.rpy	460	n "[what]"
chapter_1_cd05cdd1	l	“I’ll never leave you behind…”	game/chapter-1.rpy	462	l "[what]"
chapter_1_0b80ff6a	l	“You are mine and I am yours, and we are both the secret of each other’s existence.”	game/chapter-1.rpy	463	l "[what]"
chapter_1_b9c59e4f	l	“Never forget this.”	game/chapter-1.rpy	464	l "[what]"
chapter_1_b10b3a08		All his worries faded and they both went to sleep. Maybe it was the chilly night that made everything else so much bearable. As Nabisin went to sleep he locked his eyes on Lulu as he also began drifting to dreamland.	game/chapter-1.rpy	465	"[what]"
chapter_1_0ca7c760		Good night my lover, I hope I neve lose you out of my sight.	game/chapter-1.rpy	466	"[what]"
chapter_1_6f24e569		Ever…	game/chapter-1.rpy	467	"[what]"
chapter_1_ce617998_1		…	game/chapter-1.rpy	468	"[what]"
chapter_2_2c5ac9ac	nvlNar	If a man spreads the word about his comrade, saying, “Everyone sodomizes him” and further, “I can prove the charges against you,” but he is unable to do so, they shall strike that man 50 blows with rods; moreover, he shall pay 3,600 shekels of lead.	game/chapter-2.rpy	4	nvlNar "[what]"
chapter_2_0036d5bf	nvlNar	Luludân was well acquainted with the laws, even if they were of divine inspiration he still questioned all of them, not less than a month after he almost got fired, if it weren’t for his dedication…	game/chapter-2.rpy	5	nvlNar "[what]"
chapter_2_e37220e9	nvlNar	Nabisin always told him to hold tight, things might get better in the future. Luludân wanted to protect Nabisin… no matter the cost.	game/chapter-2.rpy	6	nvlNar "[what]"
chapter_2_8c2c77ab		As Nabi slowly fell asleep, the night felt much colder and lonely.	game/chapter-2.rpy	9	"[what]"
chapter_2_37b5e400		A thought came across Lulu’s mind, leading him to rise and sit in the same chair Nabisin was previously sobbing.	game/chapter-2.rpy	10	"[what]"
chapter_2_e47fc82d		Guilt, because he had thought he dragged Nabisin along with him just to fuck up everything now.	game/chapter-2.rpy	11	"[what]"
chapter_2_6a9ee11d		Guilt, because he knew the consequences of liking the same sex letter by letter. Guilt because he couldn’t make it up, so a thought invaded his mind ...	game/chapter-2.rpy	12	"[what]"
chapter_2_3ab50da6		... to leave and never be seen again and to leave Nabisin alone. To leave and be imprisoned instead of Nabisin.	game/chapter-2.rpy	13	"[what]"
chapter_2_06735a7d		The feeling of something hammering his chest came; breathing felt heavy and frantic, and even so, he felt like a void was growing inside of him, almost engulfed by the same thing that Nabisin had gone through a few moments before.	game/chapter-2.rpy	14	"[what]"
chapter_2_28d90536		Intrusive thoughts made everything much worse. Tears started to fall as Lulu almost ripped his ears. Then he snapped; he had to leave.	game/chapter-2.rpy	15	"[what]"
chapter_2_34f60191		Outside, the wind was piercing through his bones, causing an unbearable chill —the very same cold Nabisin would experience if he didn’t do something to remedy this.	game/chapter-2.rpy	17	"[what]"
chapter_2_3f50b9d5		Running back to the palace, he had forgotten the way; each street felt unrecognizable; his thoughts became jumbled with voices and feelings of regret, guilt, and anxiety.	game/chapter-2.rpy	20	"[what]"
chapter_2_58ed8491		Crying was not enough; he had to do something to free his lover from them; he had the urge to beat them, crush them, and even set them ablaze, for he would do everything to protect his Nabi.	game/chapter-2.rpy	21	"[what]"
chapter_2_bb8443e8		There was a sudden gush of air, and the ground felt like collapsing under him. No one heard it, but Lulu had tripped over his own feet.	game/chapter-2.rpy	22	"[what]"
chapter_2_875bda65		The ground felt much less painful than all the feelings bubbling inside him; an unfamiliar sound echoed through his skull.	game/chapter-2.rpy	24	"[what]"
chapter_2_c1f9338f		A dark liquid started to drip once he groggily stood up. 	game/chapter-2.rpy	25	"[what]"
chapter_2_38ebceb9		Feeling pain, he groped the top of his head as if he knew what had happened.	game/chapter-2.rpy	26	"[what]"
chapter_2_0a493099		One of his antlers had broken, and the blood soaked his fur, mixing with tears; he was now feeling like things were starting to blur.	game/chapter-2.rpy	27	"[what]"
chapter_2_91345bff		He didn’t know what happened from then on. Had he fallen? He limply walked towards a wall to rest. All he could remember was he had promised Nabisin would be protected. No matter what.	game/chapter-2.rpy	28	"[what]"
chapter_2_17904ce9		The day came, and with it, the early morning sounds of birds chirping and the nearby market slowly woke Nabisin up. Nabisin felt so alone; the side of the bed previously occupied by Lulu was cold and lacked his figure.	game/chapter-2.rpy	31	"[what]"
chapter_2_4cb429bc		Still sluggish from the restless night, Nabisin realized the guards might have come for Lulu instead of him.	game/chapter-2.rpy	32	"[what]"
chapter_2_f9a1fa3c		Panting and still half-dressed, he hopped out of bed quickly and started to leave.	game/chapter-2.rpy	33	"[what]"
chapter_2_db687882		He suddenly heard heavy footsteps coming. The door had been left ajar all night as if someone had fled the house.	game/chapter-2.rpy	34	"[what]"
chapter_2_78b966d1		Lulu! No, he wouldn’t do that!	game/chapter-2.rpy	35	"[what]"
chapter_2_db09aab8		Nabisin pondered to himself. He was still unsure why he was alone and if that was the only explanation for why their house had been intact but devoid of Lulu.	game/chapter-2.rpy	36	"[what]"
chapter_2_0238e568	g	“Nabisin of the temple, come down immediately!”	game/chapter-2.rpy	39	g "[what]"
chapter_2_53cad73d		The guards’ voices hit like a hammer. Nabisin, completely frightened of what would happen, stood still, staring at the window, thinking of whether he should do something crazy.	game/chapter-2.rpy	40	"[what]"
chapter_2_4cfdb0dc		Instead, he complied with the orders, as any more offense to the guards other than making them wait meant costly fees, or far worse, death. They waited for Nabisin to appear.	game/chapter-2.rpy	41	"[what]"
chapter_2_b30033f9		Their faces were stoic, distant, and demanding authority, and by the time Nabisin was close enough, they pulled him by his arms and dragged him to the outside.	game/chapter-2.rpy	42	"[what]"
chapter_2_a9984dd9		The sunlight hit Nabisin in the eyes, temporarily blurring his vision. However, once everything started making sense again, some folks looked down on him some expecting this to happen, others worried about Nabisin’s fate from now on.	game/chapter-2.rpy	43	"[what]"
chapter_2_bb009b4e		The day’s heat struck him. A damp sensation soaked some of his garments, and the heavy cuffs made his wrists ache. The heavy bronze was abrasive, wounding Nabisin’s fragile flesh. 	game/chapter-2.rpy	44	"[what]"
chapter_2_d2688f1c		Everyone’s eyes were sharp upon him, as if hundreds of thorns were penetrating his skin while trudging through an unkempt garden. Occasionally their gazes averted back to their own business.	game/chapter-2.rpy	45	"[what]"
chapter_2_99482a71		Not long after, children that Nabisin recognized and some he even used to play with disappeared into the safety of the walls of their homes.	game/chapter-2.rpy	47	"[what]"
chapter_2_22003e5a		It was uncommon for someone to be imprisoned so early in the morning, as a priest’s daily duties were to give offerings to the gods. Space and time melded together.	game/chapter-2.rpy	48	"[what]"
chapter_2_733a4273		The palace’s streets, arches, and patios became a hot mess to Nabisin. All he could think about was Lulu and what could have become of him.	game/chapter-2.rpy	50	"[what]"
chapter_2_47e43927		Attempts to free himself from the guards’ tight hold proved futile. The path that was once familiar to Nabisin became the very reason why he wanted to stray away from it. He yearned to go back home, and clung to fleeting hope that the gods had spared Lulu.	game/chapter-2.rpy	51	"[what]"
chapter_2_ce617998		…	game/chapter-2.rpy	52	"[what]"
chapter_2_c82aa332		Morning came and went. Had he fallen or got carried by someone else? Was he buried under dirt mistaken for a body? It was a complex matter to discern at the moment.	game/chapter-2.rpy	54	"[what]"
chapter_2_17d6de73		Lulu opened his eyes. He found himself in a dark space. A ray of sunlight seeped through a window open just enough that he could look up at the figure that he assumed had taken upon his weight and put him on the bed.	game/chapter-2.rpy	55	"[what]"
chapter_2_2de2209e	"???"	“Ah! You’re finally awake.”	game/chapter-2.rpy	57	"???" "[what]"
chapter_2_6795fd7e		Trying to stand up, he almost fell again.	game/chapter-2.rpy	58	"[what]"
chapter_2_8cddf821	"???"	“No, please stay put, you’re too much hurt to move.”	game/chapter-2.rpy	60	"???" "[what]"
chapter_2_425efe5f	"???"	“I found you sprawled out upon the ground a couple of hours ago.”	game/chapter-2.rpy	61	"???" "[what]"
chapter_2_8f1f8371	"???"	“...I think someone must have stolen your antler. Just before I arrived it was still there, but once I made my way to your unconscious body it was nowhere to be found.”	game/chapter-2.rpy	62	"???" "[what]"
chapter_2_6aac81a0		Sitting on the stiff bed frame, Lulu started to recount all the events that led him to his fate.	game/chapter-2.rpy	63	"[what]"
chapter_2_1edae87d		Falling on the ground, breaking his antler, getting lost in the night…	game/chapter-2.rpy	64	"[what]"
chapter_2_ee4d7ce7		... Leaving Nabby behind.	game/chapter-2.rpy	65	"[what]"
chapter_2_646286ae		Once those last thoughts echoed through his mind, tears matted his fur as he lifted his hands to cover his face. Anger boiled inside of him like an erupting volcano. He was full of guilt for loving Nabisin, and guilt he had abandoned him for such a petty reason, and he had failed miserably to even to do that.	game/chapter-2.rpy	66	"[what]"
chapter_2_a8ed0e03		Thoughts simmered in Lulu’s head as he tried to hide his shame.	game/chapter-2.rpy	67	"[what]"
chapter_2_fd5d2996		I’m a failure, I’m a failure, I’m a failure…	game/chapter-2.rpy	68	"[what]"
chapter_2_8b1be6f5		No one can fix what I’ve done. I’ve brought this upon myself and Nabisin. I just wish it could be just us. I wish things could’ve been easier. I wish things would work out as everyone says.	game/chapter-2.rpy	69	"[what]"
chapter_2_8d41135a		Why must they bother us? We never did anything to deserve this persecution. We were always there to help people, but what if we were always the problem?	game/chapter-2.rpy	70	"[what]"
chapter_2_0fe1b896		A sea of regret washed over Luludân. Every sound became white noise drowned in a dense liquid. He wanted to go back and profusely apologize to Nabisin, saying he was sorry ... sorry for everything.	game/chapter-2.rpy	71	"[what]"
chapter_2_4902d908		With muzzle buried in his hands, still sobbing, he tried to raise his voice but barely could make audible sounds; under his uncontrolled breath, he winced.	game/chapter-2.rpy	72	"[what]"
chapter_2_fb0b690b	l	“I’m so sorry Nabby… I shouldn’t have never...d-, do- ... -ne that…”	game/chapter-2.rpy	74	l "[what]"
chapter_2_0116052b		I shouldn’t have kept things so secretive that day we first met. If only I had been open then, maybe we wouldn’t be treading on eggshells now.	game/chapter-2.rpy	75	"[what]"
chapter_2_be9fb194		For inebriating the details, hiding behind my facade, and pretending nothing would happen to us ... I was so naive and couldn’t bear you knowing and hating me for it.	game/chapter-2.rpy	76	"[what]"
chapter_2_96a8e708		I hope you don’t have such a distorted image of me because of all my inconsistencies over the years.	game/chapter-2.rpy	77	"[what]"
chapter_2_3ea4d567		I just needed time to tell you. Now, it may never manifest into reality.	game/chapter-2.rpy	78	"[what]"
chapter_2_f54278b3		Amidst the chaos in Lulu’s mind, his surroundings were reduced to black cloth, threatening to choke him as time passed.	game/chapter-2.rpy	79	"[what]"
chapter_2_9b132a32		Suddenly, a noise distracted him from his sorrowful whimpers and flood of tears.	game/chapter-2.rpy	80	"[what]"
chapter_2_ed6e0141		He suddenly found himself at what had once been an unfamiliar place to Lulu, but now it felt familiar.	game/chapter-2.rpy	81	"[what]"
chapter_2_dba57ca6		Looking even closer, adjusting his eyes to the amount of light coming off the window to his back, he noticed something odd, or rather, something he knew all too well.	game/chapter-2.rpy	82	"[what]"
chapter_2_d3f9db24		That’s when he realized he had been at his house the entire time and that his mysterious savior was also long gone.	game/chapter-2.rpy	83	"[what]"
chapter_2_79b96db0		Maybe if he hadn’t wept like a toddler, they would have remained there, but on more pressing matters.	game/chapter-2.rpy	84	"[what]"
chapter_2_310973f2		Lulu had to recompose himself as the environment he found himself in was coming together with memories.	game/chapter-2.rpy	85	"[what]"
chapter_2_b5cc2116		Tears came back rolling, but not of melancholy but of happiness. Had Nabisin prayed for Lulu to find his way out? Lulu was convinced he had to do something to fix his wrongdoings.	game/chapter-2.rpy	86	"[what]"
chapter_2_a912a0b9		{cps=2}...{/cps}	game/chapter-2.rpy	87	"[what]"
chapter_2_44dcccf3		Moist, stale air awaited Nabisin inside the prison the kings had designed to hold hardened criminals. Rarely was someone imprisoned there; house arrest was much preferred for less sensitive cases.	game/chapter-2.rpy	91	"[what]"
chapter_2_5da773b3		Yet, Nabisin had been an essential priest for many years, having escaped servitude under the current reign of King Shulgi.	game/chapter-2.rpy	93	"[what]"
chapter_2_d4c2c9f3		Needless to say, it’s a sensitive case. Perhaps any further ruckus would lead the populace to question the authority and resolve of the king. He likely needed to care of Nabisin before more rumors went astray.	game/chapter-2.rpy	94	"[what]"
chapter_2_24849efd		It is not a king’s perogative to execute the punishment, but rather that of judges and other scribes; through his connections, perhaps Lulu could help Nabisin, but that is for the future to decide.	game/chapter-2.rpy	95	"[what]"
chapter_2_658f8a65		The worst part of this entire avail is Nabisin’s compliance. He knew something like this could happen, but he wasn’t expecting it to happen from his carelessness for raising his voice in defence at a banquet.	game/chapter-2.rpy	96	"[what]"
chapter_2_edc4efd1		If being executed would give a solid end to his life, this was only the beginning of his downfall. If the gods had blessed his people, why of all things do so many narrowminded people harass him?	game/chapter-2.rpy	97	"[what]"
chapter_2_0fdb2f31		No response came.	game/chapter-2.rpy	98	"[what]"
chapter_2_c5ec30b4		He was expecting this, but now, dwelling in these thoughts and surrendering to his fate, Nabisin had to do something ... Anything, really.	game/chapter-2.rpy	99	"[what]"
chapter_2_c15baa52		Wait, what was his response?	game/chapter-2.rpy	100	"[what]"
chapter_2_838e8fe5		Waiting for when the tides would become more favorable? Was acting on impulse is the best choice? Praying was the only activity he could think of to ease his mind.	game/chapter-2.rpy	101	"[what]"
chapter_2_ba94b661		How many days have gone by? He couldn’t be sure, but they usually treated cases like these quickly. He could be executed or exiled, beaten or pay exhorbant fees of many shekels...	game/chapter-2.rpy	102	"[what]"
chapter_2_2a3b0d68		One day and one night could have went by, or three weeks, even three moons. Time became meaningless being there. Had his lover forgotten him yet?	game/chapter-2.rpy	104	"[what]"
chapter_2_8fa99d45		No!	game/chapter-2.rpy	105	"[what]"
chapter_2_a43959f4		Nabisin almost yelled in response to his intrusive thought.	game/chapter-2.rpy	106	"[what]"
chapter_2_f0db0d1a		His throat was coarse, his appearance disheveled and all hygiene was neglected. He truly felt alone, thoughts burbling and throttling. Nabisin swore he was drowning.	game/chapter-2.rpy	107	"[what]"
chapter_2_b92a9997		Guards came in and out, but no sign or news of Lulu. Nabisin thought of many possibilities, but even standing became a difficult task. The ceiling felt as if it were slowly closing down upon him.	game/chapter-2.rpy	108	"[what]"
chapter_2_37c87652		Nabisin had never feared tight spaces, but newfound claustrophobia surfaced due to his current situation.	game/chapter-2.rpy	109	"[what]"
chapter_2_99fa8c2c		Unsure of how far the prison was from his house or the city of Ur, he wondered how his neighbors were living in his absence.	game/chapter-2.rpy	110	"[what]"
chapter_2_6bf229b0		He used to cherish the little neighborhood he lived in.	game/chapter-2.rpy	111	"[what]"
chapter_2_79bf0084		He was playful with the children and empathetic with the sick who had called his service to bring cures and blessings...	game/chapter-2.rpy	112	"[what]"
chapter_2_da666de6		The cold ground and rancid stench of his cell rudely booted Nabisin from his memories back to reality.	game/chapter-2.rpy	113	"[what]"
chapter_2_a88b78b9		He missed the freshness of his special someone, someone he cares for and longs for, but even in the darkest pit, he could still see the light coming from above, faint though it appears. He clung to the hope Lulu could rescue him.	game/chapter-2.rpy	114	"[what]"
chapter_2_b419416e		Days went by, still nothing of note happened. He began wondering if the pain they would inflict on him was as bad as others made it out to be.	game/chapter-2.rpy	115	"[what]"
chapter_2_8697d9a9		The last time he heard someone had been whipped seemed to be a lifetime ago.	game/chapter-2.rpy	118	"[what]"
chapter_2_5caca05a		Thinking back when he was a child, he had heard the story that someone down the street had been punished because others had spoken ill of him when he could not prove otherwise.	game/chapter-2.rpy	119	"[what]"
chapter_2_7e5b3c59		Nabisin’s mother had disapprovingly nodded towards the man, condemning him of being deserving of that kind of punishment.	game/chapter-2.rpy	120	"[what]"
chapter_2_350f716c		Right now, he couldn’t bear the thought of being hurt by others.	game/chapter-2.rpy	121	"[what]"
chapter_2_1c6ac582		Even though he grew accustomed to his preference being frowned upon by many others of his kin, he found refuge in being all by himself. Refuge by hiding in corners and not speaking up.	game/chapter-2.rpy	122	"[what]"
chapter_2_0a39f9e7		But then, one day, he found someone hiding in his spot.	game/chapter-2.rpy	123	"[what]"
chapter_2_14663bf2	nvlNar	...	game/chapter-2.rpy	126	nvlNar "[what]"
chapter_2_93ad5acf	nvlNar	He was squinting and contorting himself to penetrate the crevices of his hideout.	game/chapter-2.rpy	127	nvlNar "[what]"
chapter_2_d40632a5	nvlNar	He felt an odd presence, larger than himself. {w}He then noticed an antler peeking out.	game/chapter-2.rpy	128	nvlNar "[what]"
chapter_2_cc0d0847	nvlNar	At first, Nabisin thought it would poke out his eye, blinding him.	game/chapter-2.rpy	129	nvlNar "[what]"
chapter_2_3e9d5885	nvlNar	He kept at a safe distance. {w}The other boy didn’t react to Nabisin’s presence. Had he been staring at the figure for more than a couple of minutes? He didn’t know.	game/chapter-2.rpy	131	nvlNar "[what]"
